event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG68685,2024-12-05,2024,1,Demonstrations,Protests,Protest with intervention,Protesters (Afghanistan),Health Workers (Afghanistan); Students (Afghanistan); Women (Afghanistan),Protesters,Military Forces of Afghanistan (2021-),,State forces,State forces-Protesters,,4,Caucasus and Central Asia,Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,Etilaat e Roz; Hasht-e Subh; Rukhshana Media,National,"On 5 December 2024, a number of female students held a protest in Herat city to denounce Taliban's decision to close all public and private medical institutes for female medical education (coded separately). Taliban confiscated the protest banners.",0,crowd size=a number,1733860785
AFG68684,2024-12-03,2024,2,Demonstrations,Protests,Protest with intervention,Protesters (Afghanistan),Health Workers (Afghanistan); Students (Afghanistan); Women (Afghanistan),Protesters,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,State forces-Protesters,,4,Caucasus and Central Asia,Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,3,Rukhshana Media; Undisclosed Source,Local partner-Other,"Around 3 December 2024 (as reported), a number of female students from medical institutes protested in Takhar province (coded to Taluqan) against the Taliban's order to cease female education in all public and private medical institutes (coded separately). At least two female students were arrested by Taliban intelligence, with reports that several others were arrested.",0,crowd size=no report,1738102140
AFG68683,2024-12-02,2024,1,Strategic developments,Strategic developments,Other,Government of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Students (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,Hasht-e Subh; Khaama Press; RFE/RL; Rukhshana Media,National-International,"Other: On 2 December 2024, the Taliban Ministry of Public Health, under the directive of the Taliban's supreme leader ordered the closure of all public and private medical institutes for female medical education (coded to Kabul) until further notice. This order barred all institutions from enrolling or teaching female students in midwifery, dentistry, nursing, and laboratory sciences. The Taliban have already banned girls from attending school and university for more than three years. At least 35,000 female students, enrolled in 10 government institutes and over 150 private ones, have been deprived of their education due to the ban.",0,,1734463320
AFG68611,2024-11-15,2024,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,Hasht-e Subh,National,"On 15 November 2024, a doctor was killed by unknown gunmen in the Shor tapa Latehband village of Taluqan city, Takhar. Motive unknown.",1,,1732654480
AFG69411,2024-11-06,2024,2,Strategic developments,Strategic developments,Other,Government of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,Undisclosed Source,Local partner-Other,"Other: Around 6 November 2024 (as reported), Taliban Vice and Virtue members warned female healthcare workers in Kandahar city not to work without a male guardian present. They visited health centers across the city to enforce this policy, requiring women to carry ID cards displaying both their own and their male guardian's details. Female workers opposed the restrictions, citing family constraints.",0,,1739304990
AFG69360,2024-10-13,2024,1,Strategic developments,Strategic developments,Other,Government of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Takhar,Dashti Qala,,Dashti Qala,37.2216,69.4975,2,Undisclosed Source,Local partner-Other,"Other: On 13 October 2024, Taliban closed two women health centers and expelled all the female employees based on the orders of the Taliban district chief in Dashti Qala district, Takhar.",0,,1738102144
AFG68457,2024-10-11,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Herat,Shindand,,Shindand,33.3029,62.1474,2,Etilaat e Roz; Hasht-e Subh,National,"On 11 October 2024, Taliban forces entered a health center at night and beat and insulted a doctor in Shindand (Zirkoh) district, Herat, after he criticized the parking of their military vehicle in the emergency area. The Taliban warned other employees that they would be shot if they opposed. Following the incident, the health center's staff went on strike for the mistreatment of their doctors and that they had not received their salaries for three months. However, the Taliban ended the strike without addressing their demands.",0,,1729632971
AFG69345,2024-09-25,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Shuhada,,Shuhada,37.1043,71.1638,2,Afghanistan International; Undisclosed Source,Local partner-Other,"On 25 September 2024, Taliban Shuhada district chief assaulted doctors and closed the obstetrics and gynecology departments at the district hospital in Shuhada district, Badakhshan.",0,,1738102144
AFG69349,2024-09-16,2024,1,Strategic developments,Strategic developments,Other,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Undisclosed Source,Local partner-Other,"Other: On 16 September 2024, Taliban prevented approximately 250 female vaccinators from participating in a house-to-house polio vaccination campaign in Kabul city due to strict conditions such as asking the women to be accompanied by a male guardian and to wear full Islamic dress.",0,,1738102144
AFG69330,2024-08-07,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Faiz Abad,,Faiz Abad,37.1166,70.58,1,Undisclosed Source,Local partner-Other,"On 7 August 2024, a doctor and a guard were wounded during an attack involved physical assault and gunfire by Taliban governor's forces on Ustad Burhanuddin Rabbani Hospital in Faiz Abad city, Badakhshan. Motive unknown. No further information.",0,,1738102144
AFG68207,2024-08-05,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Former Military Forces of Afghanistan (2021-); Health Workers (Afghanistan); Students (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Parwan,Jabulussaraj,,Jabulussaraj,35.1183,69.2378,2,Hasht-e Subh; Rukhshana Media,National,"On 5 August 2024, Taliban arrested a former soldier, a former military doctor, and a student in the Chaharbarj village of Jabulussaraj district, Parwan. Their whereabouts remained unknown.",0,,1723576769
AFG69222,2024-07-17,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,Undisclosed Source,Local partner-Other,"On 17 July 2024, a doctor was arrested by Taliban intelligence from his clinic in Jalalabad city, Nangarhar. His whereabouts remained unknown.",0,,1738102144
AFG68072,2024-06-29,2024,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Zawia News,Subnational,"Around 29 June 2024 (as reported), Indira Gandhi Hospital female doctors held a protest in Kabul, in opposition of an order made by Taliban's Supreme Leader Hibatullah Akhundzada which set the salary for female employees at 5,000 afghanis per month (coded separately).",0,crowd size=no report,1722291485
AFG67948,2024-06-10,2024,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,1,Pajhwok Afghan News,National,"On 10 June 2024, two health workers, a midwife and a nurse in Bakwa hospital, were injured following an attack by unidentified gunmen in the jurisdiction of PD2 of Farah City. No further information.",0,,1719274844
AFG69301,2024-05-20,2024,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,Undisclosed Source,Local partner-Other,"On 20 May 2024, two doctors, who were brothers, were shot by unknown assailants in the Ali Shir Navaee area of PD4 in Mazar-e-Sharif city, Balkh, while in their car, resulting in the killing of one and wounding of another. Motive unknown.",1,,1738102144
AFG67700,2024-03-21,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Labor Group (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,Hasht-e Subh,National,"On 21 March 2024, four medical staff members (the hospital's chief physician, a laboratory technician, a doctor, and an administrative staff member) were arrested by the Taliban intelligence from Herat Provincial Hospital in Herat city. The reason behind the arrests is unknown and their whereabouts remained unknown.",0,,1715709829
AFG68627,2024-03-13,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),Police Forces of Afghanistan (2021-) General Directorate of Intelligence,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Prisoners (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Parwan,Jabulussaraj,,Gul Bahar,35.1459,69.2696,1,Aamaj News; Etilaat e Roz; Hasht-e Subh,National,"On 13 March 2024, a doctor was arrested by the Taliban from his pharmacy in the Gul Bahar area of Jabulussaraj district, Parwan, accused of treating NRF fighters, however his relatives denied the claim, saying that he had no connection to any armed group. A Taliban court sentenced him to 10 months in prison, and he was transferred to Bagram Prison, where Taliban intelligence forces interrogate and torture him every two weeks. The torture includes physical, such as being hung by his feet, and mental torture, including solitary confinement and lack of sunlight, causing severe shoulder injuries. He was released on 9 January 2025.",0,,1737488031
AFG67526,2024-01-20,2024,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Etilaat e Roz,National,"On 20 January 2024, Taliban intelligence force arrested a dentist from his private clinic in Dasht-e Barchi area of Kabul city. The reason for his arrest remained unclear, he was also civil activist, promoting cultural issues. His whereabout remained unknown.",0,,1722291485
AFG68793,2024-01-11,2024,2,Strategic developments,Strategic developments,Arrests,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,2,Hasht-e Subh,National,"Around 11 January 2024 (week of), Taliban arrested six young girls and a health worker for violating the dress code in the Hasan-Abad, Bandar-e Tashqorghan, and Charahi Alkozai areas of Mazar-e-Sharif, Balkh.",0,,1737435503
AFG69047,2023-09-28,2023,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Prisoners (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,33.5508,68.4225,1,Undisclosed Source,Local partner-Other,"Around 28 September 2023, a doctor was killed by Taliban in the Kashkak village of Ghazni city. He was arrested and tortured for three days. Unknown motive.",1,,1738102142
AFG67062,2023-09-08,2023,2,Strategic developments,Strategic developments,Arrests,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Aid Workers (Afghanistan); Civilians (United States); Aid Workers (United States); Health Workers (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Ghor,Lal Wa Sar Jangal,,Lal,34.5014,66.28,2,AP; Hasht-e Subh; Pajhwok Afghan News; RFE/RL; Twitter,New media-National,"Around 8 September 2023 (between 3 - 13 September), Taliban intelligence arrested at least 15 aid workers from International Assistance Mission (IAM), that included a woman surgeon, Afghans and an American, from their office in Lal Wa Sar Jangal district [coded to Lal], Ghor. They were moved to Kabul city. The Taliban head of information and culture in the province accused them of 'promoting Christianity'.",0,,1695138017
AFG66835,2023-07-18,2023,1,Political violence,Violence against civilians,Sexual violence,Unidentified Armed Group (Afghanistan),Government of Afghanistan (2021-); Health Workers (Afghanistan),Political militia,Civilians (Afghanistan),Women (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Takhar,Khwaja Ghar,,Khwaja Ghar,37.0659,69.4213,2,Hasht-e Subh,National,"On 18 July 2023, a women was raped by a Taliban public health officer in Khwaja Ghar district, Takhar (not specified if he was unarmed). He had taken her from her village in the district to another province and then brought her back to the district where he raped her. He was arrested by Taliban police in the district.",0,,1690292900
AFG66836,2023-07-08,2023,2,Political violence,Violence against civilians,Sexual violence,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Women (Afghanistan); Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Baghlan,Burka,,Burka,36.2224,69.1504,2,Twitter,New media,"Around 8 July 2023 (week of), Taliban's mayor of Burka, a former district governor, entered the residence of a midwife in the Burka district of Baghlan and subjected her to sexual assault. Following the incident, the Taliban intelligence forces apprehended him.",0,,1690292900
AFG66764,2023-06-28,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,Etilaat e Roz; Twitter,New media-National,"On 28 June 2023, three Taliban members severely beat a midwife after the wife of a Taliban member lost her baby during delivery in Abu Ali Sina-e Balkhi hospital in Mazar-e-Sharif City, Balkh. The Taliban members accused the midwife of causing the death.",0,women targeted: government officials,1689088822
AFG66618,2023-06-01,2023,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,Hasht-e Subh,National,"Around 1 June 2023 (as reported), Taliban forces severely beat a doctor in Herat provincial hospital in Herat city. The doctors went on a strike and demanded they receive security guarantees ensuring their safety from the Taliban. The source said this was the second Taliban attack on doctors in the hospital in the past two weeks.",0,,1707253995
AFG66617,2023-05-30,2023,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Zabul,Qalat,,Qalat,32.1058,66.9083,3,Rukhshana Media,National,"Around 30 May 2023 (as reported), Taliban forces raided 28 NGO-funded and private health centers, destroyed their equipment, and beat the owners and the staff of the health centers in Zabul [coded to Qalat] province. The medical team was accused of poor patient treatment, not having proper licenses, and charging high prices.",0,,1686063233
AFG66585,2023-05-22,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Baharak,,Baharak,37.0025,70.9066,2,Etilaat e Roz,National,"On 22 May 2023, Taliban forces severely beat two doctors and the manager of a hospital in Baharak district, Badakhshan. He was accused of not treating a Taliban patient properly who was supposed to be operated on. As claimed, Taliban members opened fire at these people, and the hospital manager was wounded in the head and eye.",0,,1713900241
AFG66389,2023-04-13,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,Etilaat e Roz; Hasht-e Subh; Kokcha Press; Pajhwok Afghan News,National,"On 13 April 2023, unknown gunmen shot dead a female doctor and injured her husband in the Chashma Sher area of Taluqan City, Takhar. The motive for the incident is unknown, and some unconfirmed sources accused Taliban forces of her killing.",1,women targeted: government officials,1712695308
AFG66408,2023-04-10,2023,2,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,Hasht-e Subh,National,"Around 10 April 2023, a doctor was arrested by the Taliban in Kabul. His family said his whereabouts is unknown. He is from Panjshir and other members of his family were arrested in the past and accused of supporting the NRF.",0,,1722291484
AFG66388,2023-04-09,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Argo,,Argo,37.0635,70.4253,2,Afghan Islamic Press News Agency; Etilaat e Roz,National,"On 9 April 2023, unknown armed men shot and killed a doctor in his house in Dashtak village of Argo district, Badakhshan. He was living inside the clinic with his wife and child. The motive for the incident remained unknown.",1,,1681839966
AFG66424,2023-03-31,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Former Police Forces of Afghanistan (2021-) National Directorate of Security,Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Parwan,Ghurband,,Ghurband,34.9864,68.7083,2,Afghan Peace Watch; Khaama Press,Local partner-Other,"On 31 March 2023, one former NDS doctor was shot and killed by Taliban in Ghurband district, Parwan. He was taken out of his car and killed by a Taliban commander.",1,,1682430211
AFG67691,2023-03-29,2023,2,Political violence,Violence against civilians,Sexual violence,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Wardooj,,Wardooj,36.7854,71.0907,2,Undisclosed Source,Local partner-Other,"Around 29 March 2023, a nurse was raped by a Taliban member, the head of the clinic, after he sedated her in Wardooj district, Badakhshan. She later committed suicide.",0,sexual violence,1711490764
AFG66304,2023-03-20,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,Afghan Peace Watch,Local partner-Other,"Around 20 March 2023 (as reported), Marwais hospital nurses protested in Kandahar city to demand their rights from provincial officials. They objected to the hiring of others whom they say are unqualified for the job. No further information.",0,crowd size=no report,1739304990
AFG66273,2023-03-17,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan); Students (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Afghan Peace Watch,Local partner-Other,"Around 17 March 2023 (as reported), several medical grads protested the Taliban's increase of the required score at the exit exam in front of the Afghanistan Medical Council in Kabul.",0,crowd size=several,1722291484
AFG66156,2023-02-24,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Hazara Ethnic Group (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Samangan,Dara Sof Balla,,Qa'lah,35.9093,67.2872,2,Afghan Islamic Press News Agency; Amu TV; Etilaat e Roz; Shafaqna,National,"On 24 February 2023, a doctor from Hazara ethnic group was killed by four unknown armed men inside his house in Dara Sof Balla [coded to Qa'lah] district, Samangan. The motive behind the attack is unknown. His family claimed he had no enmity with anyone.",1,,1678203758
AFG66003,2023-01-30,2023,2,Strategic developments,Strategic developments,Other,Government of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Labor Group (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,3,Etilaat e Roz; Hasht-e Subh,National,"Other: Around 30 January 2023 (as reported), the Taliban Department of Vice and Virtue ordered all female employees of Kandahar province's local clinics and health centers to abstain from work unless accompanied by male guardians (mahram). A nurse claimed that the Taliban asked her to either quit her job or find a Mahram to accompany her.",0,,1739304990
AFG65915,2023-01-22,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,Facebook; Twitter; Zawia News,New media-Subnational,"On 22 January 2023, unidentified armed men kidnapped the head of the Amiri Complex hospital in Kabul province. Some sources, including the Afghanistan Liberation Movement, accused the Taliban of his abduction, claiming that Taliban intelligence forces demanded money from him and several times closed his hospital but these reports are not confirmed.",0,,1722291484
AFG65987,2023-01-18,2023,1,Political violence,Violence against civilians,Attack,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Logar,Puli Alam,,Puli Alam,33.9953,69.0227,1,Afghan Peace Watch,Local partner-Other,"On 18 January 2023, Taliban intelligence forces attacked and beaten two doctors in a hospital in Puli Alam city, Logar, due to the lack of female doctors in the hospital. The hand of one of the doctors got broken.",0,,1675785463
AFG65872,2023-01-11,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Logar,Puli Alam,,Puli Alam,33.9953,69.0227,1,Hasht-e Subh,National,"On 11 January 2023, a Taliban fighter broke the hand of a female nurse after a verbal argument in the Provincial Hospital in Puli Alam city, Logar. The incident happened when the nurse wanted to admit Talib's child to a different room due to the lack of beds in the Pediatric Unit. He later continued to attack some male doctors in the hospital.",0,women targeted: government officials,1674573735
AFG65842,2023-01-07,2023,2,Strategic developments,Strategic developments,Other,Government of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,3,Afghan Peace Watch; Reporterly (Afghanistan); Twitter,Local partner-Other,"Other: Around 7 January 2023 (as reported), Taliban's Ministry of Vice and Virtue ordered hospitals, health centers and clinic in Balkh province [coded to Mazar-e-Sharif] not to allow male doctors from treating female patients or female doctors from treating male patients.",0,,1673977341
AFG65738,2023-01-02,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Urozgan,Tirinkot,,Tirinkot,32.6268,65.8733,1,Afghan Islamic Press News Agency; Hasht-e Subh; Twitter; Zawia News,New media-National,"On 2 January 2023, unknown gunmen shot dead a doctor inside his clinic in Tirinkot city, Urozgan. The police spokesperson claimed that the doctor had a land dispute and, based on the preliminary information, his rivals killed him.",1,,1673364469
AFG65827,2023-01-01,2023,3,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Women (Afghanistan); Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Balkh,,Balkh,36.7564,66.8972,2,Akhbar Alaan; Etilaat e Roz; Twitter,New media-National,"Around 1 January 2023 (month of), a midwife was kidnapped by unknown armed men from her work in Balkh district, Balkh province. Taliban forces had previously warned her to stop working. Some sources reported that her fiance, a Taliban member, kidnaped her because she had recently cancelled her engagement with him, as some claimed that she escaped with another man.",0,,1673977341
AFG65762,2022-12-22,2022,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Prisoners (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Etilaat e Roz; Hasht-e Subh,National,"Around 22 December 2022, Director of Salang private hospital died of torture by Taliban forces in Kabul a prison in Kabul city. His body was handed to his family on 22 December. Taliban intelligence had arrested him on 6 November 2021, but the authorities denied his arrest and his whereabouts had remained unknown since then (coded in a different event).",1,,1722291484
AFG65798,2022-12-21,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Students (Afghanistan); Women (Afghanistan); Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,AFP; Etilaat e Roz; Hasht-e Subh; Shafaqna,National-International,"On 21 December 2022, the medical students of Nangarhar University in Jalalabad city of Nangarhar protested in front of the university campus against the Taliban's decision banning higher education for women. In reaction to this order, male students also boycotted their exams and more than thirteen university professors resigned from different universities in some provinces.",0,crowd size=no report,1686670035
AFG65650,2022-11-29,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,3,Hasht-e Subh,National,"On 29 November 2022, head of Pharmacists Associations (an informal association of pharmacists) was arrested and severely tortured by the Taliban forces in Nangarhar [coded to Jalalabad] province. He was imprisoned because of a legal dispute that he had with the owner of the market place. The Taliban members also vacated his pharmacy and give it to their friends.",0,,1670343977
AFG65478,2022-10-27,2022,1,Political violence,Violence against civilians,Attack,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan); Military Forces of Afghanistan (2021-),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,Aamaj News; Afghan Islamic Press News Agency; ExTrac; Hasht-e Subh; Pajhwok Afghan News,Local partner-International,"On 27 October 2022, 4-6 health workers, medical personnel, employees of 207th Al-Farooq Corps, were killed and 5-18 were wounded following an attack on their bus, a Taliban ranger, by IS in the Pu-e-Khema Dozan area of PD15, Herat city. IS said at least 10 Taliban members were killed and wounded.",4,,1730228608
